numero_guia_consulta,cod_medico,nome_medico,data_consulta,valor_consulta
2527,56208,JUVENILDO,2018-07-09,45
2528,28603,LISTER,2018-07-09,45
2530,98739,WILSON,2018-07-09,45
2535,84101,ROSIMIRO,2018-07-12,45
2537,32920,EVERALDO,2018-07-13,45
2542,71120,MONIERE,2018-07-15,45
2544,95569,VERONICO,2018-07-15,45
2546,89773,TAINA,2018-07-15,45
2547,69445,MEIRIVANIA,2018-07-15,45
2550,7272,ANEKELLY,2018-07-16,45
2551,29803,ENILTON,2018-07-16,45
2555,73981,NEUMIR,2018-07-17,45
2557,70075,MICIANA,2018-07-18,45
2559,28607,HELMUTE,2018-07-18,45
2560,64189,LUCIDIA,2018-07-18,45
2561,45152,IRACINA,2018-07-18,45
2562,3352,ELANIA,2018-07-18,45
2564,76876,ORCHIDEA,2018-07-20,45
2565,15070,CLAUDINELE,2018-07-20,45
2573,32803,EVELIN,2018-07-22,45
2574,59571,ALLINE,2018-07-23,45
2575,66093,MAINI,2018-07-24,45
2576,36835,GERINALDO,2018-07-25,45
2579,84187,ROSINALDA,2018-07-26,45
2581,49190,JARES,2018-07-26,45
2582,29723,ENDREL,2018-07-27,45
2583,29088,ELVILANE,2018-07-29,45
2585,18168,DALZIZA,2018-07-30,45
2587,19063,DAISA,2018-07-31,60.0
2588,32154,ELI,2018-07-31,45
2596,72963,NAISSON,2018-08-03,60.0
2590,79431,RAICIANE,2018-07-31,45
2626,95318,VENILDES,2018-08-12,60.0
2592,33266,EZILEIA,2018-08-02,45
2634,7533,ANICILDA,2018-08-15,60.0
2594,8931,ARLEN,2018-08-02,45
2643,18255,DANCLEI,2018-08-16,60.0
2646,31196,ERVANDIR,2018-08-17,60.0
2648,70680,MIRIO,2018-08-19,60.0
2655,93988,VALENIA,2018-08-25,60.0
2671,99291,LEILA,2018-09-02,60.0
2601,60075,LAUDILENE,2018-08-04,45
2674,69781,MERALDO,2018-09-03,60.0
2603,21920,DIJAVAN,2018-08-04,45
2604,42294,IAGO,2018-08-04,45
2605,37040,GERSINO,2018-08-05,45
2606,68603,MARZILIA,2018-08-05,45
2607,77121,ORLANGE,2018-08-05,45
2682,85972,SASCHA,2018-09-04,60.0
2695,87764,SIMAURA,2018-09-07,60.0
2696,73437,NILEIDE,2018-09-07,60.0
2710,57801,CELME,2018-09-13,60.0
2612,59193,CONRAD,2018-08-07,45
2717,33851,FELIBERTO,2018-09-15,60.0
2719,7274,ANALIANE,2018-09-16,60.0
2616,51780,JOADILA,2018-08-08,45
2618,68222,MARLUCI,2018-08-08,45
2619,59832,LARA,2018-08-08,45
2621,89406,SUZIELE,2018-08-10,45
2627,88042,SIRLEDE,2018-08-13,45
2630,37647,GIDEVAN,2018-08-14,45
2631,84895,RAINE,2018-08-14,45
2635,84920,RAELI,2018-08-15,45
2638,62198,LIDIONEI,2018-08-15,45
2639,71690,NADMA,2018-08-15,45
2640,53196,JONATA,2018-08-16,45
2642,88341,SULEMI,2018-08-16,45
2649,3985,ALDEIA,2018-08-19,45
2652,71071,MONIELI,2018-08-22,45
2654,98934,WILLIANE,2018-08-25,45
2656,60830,LUIDI,2018-08-26,45
2657,39407,GLEISON,2018-08-26,45
2659,93153,VALCILENE,2018-08-26,45
2665,10269,AURITANIA,2018-08-30,45
2668,30357,ERENILDE,2018-09-01,45
2672,82912,ROMEL,2018-09-02,45
2673,63451,LOIMAR,2018-09-03,45
2678,7629,ANAILZA,2018-09-04,45
2679,27737,ELIETH,2018-09-04,45
2680,64541,LUCIARA,2018-09-04,45
2683,100119,SUELLY,2018-09-05,45
2684,83938,ROSICLENE,2018-09-05,45
2687,17250,CRISOSTENES,2018-09-06,45
2690,40462,GUTENBERGUE,2018-09-06,45
2697,25643,EDJUNIOR,2018-09-08,45
2700,87106,SIDANIA,2018-09-10,45
2701,41695,ENDREY,2018-09-10,45
2703,29104,ELVISLENE,2018-09-10,45
2704,6240,AMENALIA,2018-09-10,45
2707,18771,DARLING,2018-09-12,45
2711,51229,JONTHAN,2018-09-13,45
2713,90141,TANDERSON,2018-09-14,45
2714,46474,ITATIANA,2018-09-14,45
2718,19172,DEBSON,2018-09-15,45
2720,46286,ISTANLEY,2018-09-17,45
2726,7115,ANDREZIELE,2018-09-19,60.0
2722,27076,LENAURA,2018-09-17,45
2723,580,ADAISE,2018-09-18,45
2729,14840,CLAUDECE,2018-09-20,60.0
2725,90972,TEVERSON,2018-09-18,45
2727,8320,ARDILEI,2018-09-19,45
2732,57139,KATIELI,2018-09-21,60.0
2730,56570,KALINI,2018-09-20,45
2734,35739,JEIMES,2018-09-21,60.0
2733,86115,SCHEILLA,2018-09-21,45
2735,66050,MELIA,2018-09-22,45
2736,96380,WALAFI,2018-09-22,45
2737,77225,ORNEZINA,2018-09-22,45
2740,37680,GIEZI,2018-09-23,60.0
2739,40627,AISON,2018-09-23,45
2746,46161,ISMERIO,2018-09-25,60.0
2750,48916,JANKIEL,2018-09-26,60.0
2763,51109,GEOVANA,2018-10-02,60.0
2744,21311,DESE,2018-09-24,45
2745,4475,ALEGRIA,2018-09-25,45
2766,36689,GERARDUS,2018-10-03,60.0
2748,64105,LUCERLANDIA,2018-09-26,45
2776,34794,FRANCIVAL,2018-10-09,60.0
2751,40397,GISELA,2018-09-27,45
2752,27556,LIDALVA,2018-09-27,45
2785,25027,EDILELSON,2018-10-12,60.0
2791,36553,GEORGIANA,2018-10-15,60.0
2792,36919,GERLUZIA,2018-10-15,60.0
2794,40117,GRENDA,2018-10-16,60.0
2803,19776,DELFIM,2018-10-19,60.0
2807,96537,WALDETH,2018-10-21,60.0
2759,51878,JOANIR,2018-09-29,45
2808,8475,ARIADNE,2018-10-21,60.0
2826,20443,DILEIDE,2018-10-29,60.0
2829,11614,BOANERGES,2018-10-31,60.0
2844,77375,OSCARLINDO,2018-11-04,60.0
2850,61798,ELEUZA,2018-11-06,60.0
2854,97131,WARLESON,2018-11-07,60.0
2769,23633,DORNELIA,2018-10-06,45
2770,91975,TOLEDO,2018-10-06,45
2772,52658,JOEUDES,2018-10-07,45
2773,14379,CINTIANA,2018-10-07,45
2774,48181,GELCI,2018-10-07,45
2775,73000,NAZIR,2018-10-08,45
2777,97395,WELBERT,2018-10-09,45
2778,52388,JODIMAR,2018-10-10,45
2779,13377,CELHO,2018-10-10,45
2781,76069,ODINALDO,2018-10-11,45
2782,10313,AUZONIA,2018-10-11,45
2783,7806,ANREZA,2018-10-11,45
2793,75606,NIDIA,2018-10-15,45
2796,37455,GEISSY,2018-10-16,45
2797,19934,DELZELINA,2018-10-17,45
2801,57943,KENDEL,2018-10-18,45
2809,7884,ANTONILIA,2018-10-21,45
2813,737,ADAMS,2018-10-22,45
2816,90570,TAILSON,2018-10-22,45
2817,51271,JULIANA,2018-10-23,45
2820,22930,DIVONEIDE,2018-10-27,45
2823,11324,BERNARDETE,2018-10-27,45
2828,75947,ODENISE,2018-10-30,45
2832,40370,GINALDA,2018-11-01,45
2834,30761,ERIVANIA,2018-11-02,45
2835,670,ADELMA,2018-11-02,45
2837,40140,GREICE,2018-11-03,45
2838,21685,DIDIMO,2018-11-03,45
2839,5457,ALONCO,2018-11-04,45
2840,65848,MAGNAIR,2018-11-04,45
2842,12791,KARIN,2018-11-04,45
2845,97788,WENDRIK,2018-11-04,45
2846,93190,VALCILENE,2018-11-05,45
2848,22109,DILSOMAR,2018-11-05,45
2849,51235,JORAN,2018-11-05,45
2852,96578,WILDINER,2018-11-06,45
2853,39292,GLEICIJANE,2018-11-06,45
2857,93349,VALDEJANIO,2018-11-08,45
2872,68349,MARQUISIA,2018-11-11,60.0
2880,14907,CLAUDENES,2018-11-14,60.0
2886,76831,ORILDE,2018-11-17,60.0
2861,75164,NIZIANE,2018-11-08,45
2888,32602,EVANILDES,2018-11-17,60.0
2893,31541,ESTEFANI,2018-11-19,60.0
2864,16842,CORDULA,2018-11-09,45
2865,15410,CLECI,2018-11-09,45
2905,82547,ROCI,2018-11-23,60.0
2908,92059,TOSHIKO,2018-11-25,60.0
2868,81119,RENEA,2018-11-09,45
2869,83425,ROSILDA,2018-11-10,45
2870,87708,SILVIMAR,2018-11-10,45
2871,50937,GEIVISON,2018-11-10,45
2873,90960,TESSA,2018-11-12,45
2874,88624,STEFENI,2018-11-12,45
2875,83454,ROSELENA,2018-11-13,45
2910,9054,ARMEZINA,2018-11-26,60.0
2914,55282,JUDINEIDE,2018-11-27,60.0
2915,25364,EDIOGENES,2018-11-27,60.0
2916,28390,LIVIANE,2018-11-27,60.0
2881,58810,KELSE,2018-11-15,45
2882,90981,TABATA,2018-11-16,45
2919,92980,UZIMAR,2018-11-28,60.0
2884,26856,ALDENISE,2018-11-17,45
2924,27463,LIA,2018-12-01,60.0
2930,79927,RAMIR,2018-12-04,60.0
2889,60224,LAURIBERTO,2018-11-18,45
2890,91928,TYRONE,2018-11-18,45
2891,41577,ELZA,2018-11-18,45
2892,36715,GERCIDES,2018-11-19,45
2946,56919,KAROLLYN,2018-12-07,60.0
2951,79548,RAILMA,2018-12-08,60.0
2896,67839,MARISTANIA,2018-11-21,45
2897,39188,GILEANE,2018-11-21,45
2957,58533,KELLY,2018-12-09,60.0
2958,34557,FRANCILVA,2018-12-09,60.0
2900,95034,VANILEIDE,2018-11-22,45
2972,28514,ELIZBETH,2018-12-16,60.0
2902,95425,VERCIDINO,2018-11-23,45
2903,25391,EDIPO,2018-11-23,45
2975,36961,GERNITA,2018-12-17,60.0
2906,53374,JORENI,2018-11-24,45
2907,66047,MILES,2018-11-24,45
2976,16956,CREIDIANE,2018-12-17,60.0
2911,71462,MIRELI,2018-11-26,45
2912,95692,VIDALVINA,2018-11-26,45
2983,83727,ROSELVIRA,2018-12-20,60.0
2985,18349,DANIERE,2018-12-20,60.0
2920,51539,JEIMES,2018-11-29,45
2921,60375,OLAVIO,2018-11-30,45
2928,44860,INGLISON,2018-12-02,45
2929,94078,VILMA,2018-12-03,45
2932,39687,JOISE,2018-12-04,45
2933,92317,UATILA,2018-12-04,45
2935,2138,ADRINA,2018-12-04,45
2940,24502,EDELVANI,2018-12-06,45
2941,91168,TALISSON,2018-12-06,45
2942,94130,VALMIR,2018-12-06,45
2943,14547,CLACI,2018-12-06,45
2945,67231,MARICILDES,2018-12-07,45
2949,46688,IVANCI,2018-12-08,45
2952,16436,CLEVESSON,2018-12-08,45
2956,37224,GESLAINE,2018-12-09,45
2960,29362,EMELINDA,2018-12-13,45
2961,88165,SIVONEI,2018-12-13,45
2962,48179,GILBERT,2018-12-14,45
2963,56550,KALIL,2018-12-14,45
2965,27805,ELIGLEIDE,2018-12-14,45
2971,18696,DARISMAR,2018-12-16,45
2974,3798,ALCINEI,2018-12-17,45
2980,79310,RAFAELE,2018-12-19,45
2981,89808,TAIRINE,2018-12-19,45
2987,233,ABINOAN,2018-12-22,45
2989,68716,MATIAS,2018-12-23,45
2990,36296,GENILMA,2018-12-23,45
2992,100733,SELENILDA,2018-12-24,45
2993,20522,BERANICE,2018-12-25,45
2994,7991,ANTONHO,2018-12-26,45
3015,75287,NOEMEA,2019-01-04,60.0
3017,96863,WALTER,2019-01-05,60.0
2997,66255,MAKSUEL,2018-12-27,45
2998,78422,PEDROSINA,2018-12-27,45
3018,92345,HUBERT,2019-01-05,60.0
3000,50455,GERLANDIO,2018-12-27,45
3001,65949,MAICIRA,2018-12-27,45
3021,61953,ELIANEIDE,2019-01-06,60.0
3024,35799,GEISIENE,2019-01-06,60.0
3032,37727,GILBERLANDIO,2019-01-09,60.0
3005,16349,CLEUSENICE,2018-12-29,45
3033,77263,ORQUIDEIA,2019-01-09,60.0
3007,43068,URDA,2018-12-31,45
3008,56073,JUSSELI,2018-12-31,45
3009,22062,DYLLAN,2019-01-01,45
3010,90367,TASSIANO,2019-01-01,45
3011,72356,NARIELLY,2019-01-01,45
3012,31154,EROSINA,2019-01-02,45
3013,11943,CACILA,2019-01-04,45
3014,41660,EMILIO,2019-01-04,45
3016,24182,EDES,2019-01-04,45
3035,97731,WENDELLY,2019-01-10,60.0
3020,46317,ISVANETE,2019-01-06,45
3036,60023,LAUDEMIRO,2019-01-10,60.0
3038,2084,ADORINA,2019-01-10,60.0
3043,4754,ALEXADRE,2019-01-13,60.0
3026,67713,MARINS,2019-01-07,45
3027,85730,SANDRIELLY,2019-01-07,45
3028,3525,ALBERI,2019-01-07,45
3029,27340,ELFRIDA,2019-01-08,45
3030,98120,WEUDSON,2019-01-09,45
3049,34781,FRANCISNETO,2019-01-15,60.0
3053,19009,DAIANI,2019-01-15,60.0
3037,93961,VALDSON,2019-01-10,45
3066,61363,LEON,2019-01-18,60.0
3040,62258,LIEDISON,2019-01-12,45
3041,88242,SODARIO,2019-01-12,45
3042,81538,RUANA,2019-01-13,45
3044,55015,JUCENARA,2019-01-13,45
3073,76722,ONEIDA,2019-01-22,60.0
3046,38659,GISELI,2019-01-14,45
3047,97236,WAYNE,2019-01-15,45
3048,19145,DEBALDO,2019-01-15,45
3050,77407,OZELITO,2019-01-15,45
3082,508,ADERCIO,2019-01-25,60.0
3052,26095,EDUIGES,2019-01-15,45
3084,23187,DELIA,2019-01-26,60.0
3055,42770,ONILDO,2019-01-16,45
3056,63150,LIV,2019-01-16,45
3089,71058,MILTON,2019-01-27,60.0
3058,97838,WENIA,2019-01-16,45
3059,55610,JULIZETE,2019-01-16,45
3060,83037,RONADIA,2019-01-17,45
3061,56865,CARMEL,2019-01-17,45
3062,9851,AUDECIO,2019-01-17,45
3091,72945,NAYON,2019-01-28,60.0
3103,65219,LUZENILTON,2019-02-02,60.0
3065,6299,AMINADA,2019-01-18,45
3116,58757,KEIDSON,2019-02-05,60.0
3117,19252,DEGNA,2019-02-05,60.0
3069,70493,MIQUELANE,2019-01-21,45
3070,76340,LEANDRA,2019-01-21,45
3071,72840,NAUMI,2019-01-21,45
3072,26096,EDEILDA,2019-01-22,45
3074,57948,KENDI,2019-01-23,45
3075,98840,WISLLEY,2019-01-23,45
3077,67933,MARIZABETE,2019-01-23,45
3080,81002,REMESON,2019-01-25,45
3081,92561,UENES,2019-01-25,45
3083,62306,ELIES,2019-01-26,45
3087,79566,RIAN,2019-01-27,45
3088,72493,NATIANA,2019-01-27,45
3090,37948,GILBERTO,2019-01-28,45
3092,62976,ELISANDRA,2019-01-28,45
3093,19529,DIEISON,2019-01-28,45
3100,29390,EMERICO,2019-01-30,45
3106,68476,MARTO,2019-02-02,45
3107,37836,GILCILEIA,2019-02-03,45
3110,70793,MISLEI,2019-02-03,45
3114,91188,TALLITA,2019-02-04,45
3115,89818,TAIRONI,2019-02-05,45
3118,78990,QUEITI,2019-02-05,45
3122,66958,MARDILSON,2019-02-06,45
3124,89071,ZILA,2019-02-06,45
3129,32420,EUSTAQUIO,2019-02-08,45
3130,44869,INGRA,2019-02-08,45
3131,9880,AUDENIZA,2019-02-09,45
3132,77093,HORIZONTINA,2019-02-09,45
3133,47185,IZAN,2019-02-10,45
3137,32456,EUVANIO,2019-02-11,60.0
3142,15625,CLEIDINALVA,2019-02-13,60.0
3136,14656,CLAIVER,2019-02-11,45
3138,36116,GENALVA,2019-02-11,45
3149,58527,KELIANE,2019-02-15,60.0
3140,52333,JOCIMAR,2019-02-12,45
3154,19099,DAYWSON,2019-02-17,60.0
3143,18230,DAMILI,2019-02-14,45
3144,59867,LARIELLY,2019-02-14,45
3145,48716,JANESI,2019-02-14,45
3156,18090,DALVACI,2019-02-18,60.0
3158,73101,NEDINALDO,2019-02-20,60.0
3160,33831,FIDERCINO,2019-02-21,60.0
3150,93249,VALDANI,2019-02-15,45
3161,45188,IRAIDE,2019-02-22,60.0
3162,38172,GILSELE,2019-02-22,60.0
3169,12093,KAILANA,2019-02-25,60.0
3155,96001,VIRGINIA,2019-02-17,45
3175,30787,ERIVONETE,2019-03-01,60.0
3185,50972,JESUS,2019-03-05,60.0
3163,63637,LORIANA,2019-02-22,45
3193,6723,ANARLEIDE,2019-03-08,60.0
3165,20559,DERECK,2019-02-23,45
3166,18354,DANIEVERSON,2019-02-24,45
3195,4255,ALDIMARA,2019-03-10,60.0
3197,12745,CARLINHO,2019-03-11,60.0
3170,16287,CLEUDISON,2019-02-25,45
3214,85755,SANDRIENE,2019-03-15,60.0
3225,50104,JENNFER,2019-03-18,60.0
3230,69474,MILIANE,2019-03-20,60.0
3174,10768,BARBARA,2019-02-28,45
3248,10076,AURELUCI,2019-03-27,60.0
3177,62659,LINDINETE,2019-03-02,45
3178,1548,ADELIR,2019-03-03,45
3250,7133,ANDRIE,2019-03-28,60.0
3180,30000,ENMILLY,2019-03-04,45
3261,33047,EVILA,2019-04-02,60.0
3186,19089,DAIVID,2019-03-06,45
3189,34227,FONTES,2019-03-07,45
3190,99302,YAMILE,2019-03-07,45
3191,67462,MARILANE,2019-03-08,45
3192,35463,JEAN,2019-03-08,45
3194,93957,VALDR,2019-03-09,45
3200,72038,NAIVETE,2019-03-12,45
3203,98475,WELIGTON,2019-03-12,45
3205,41011,EDER,2019-03-13,45
3206,40430,JUNILDA,2019-03-13,45
3211,59785,ELANIA,2019-03-14,45
3216,97857,WERBERTE,2019-03-16,45
3217,3448,ALBANITO,2019-03-16,45
3219,60782,LEIDIMARA,2019-03-16,45
3221,23555,DORILO,2019-03-17,45
3223,37684,GIGLIANE,2019-03-18,45
3224,90029,TAN,2019-03-18,45
3226,84950,RUSDAEL,2019-03-19,45
3229,68201,MARLON,2019-03-20,45
3232,86534,SERGIANE,2019-03-21,45
3235,34165,FLORISBALDO,2019-03-22,45
3237,4865,ALF,2019-03-23,45
3240,51111,JEREMY,2019-03-25,45
3241,86122,SCHIRLE,2019-03-25,45
3245,70295,MILAS,2019-03-27,45
3252,59447,ELIELZA,2019-03-29,45
3253,76133,ODNEI,2019-03-29,45
3254,74947,NIRES,2019-03-29,45
3256,89695,TAIGON,2019-03-30,45
3258,50210,JENIF,2019-03-31,45
3262,22780,DIUARI,2019-04-03,45
3282,38123,GILMARQUES,2019-04-09,60.0
3266,71147,MONIZA,2019-04-04,45
3267,7858,ANTINO,2019-04-04,45
3287,12676,CARMIRANDO,2019-04-10,60.0
3269,77886,UOCHITON,2019-04-05,45
3299,15731,CLEIRI,2019-04-16,60.0
3305,18795,DARLON,2019-04-18,60.0
3312,34254,FRACIELI,2019-04-20,60.0
3273,59517,LIA,2019-04-06,45
3331,1970,ADNEI,2019-04-28,60.0
3333,38996,GLAIDISON,2019-04-29,60.0
3342,7089,ANDRESSIA,2019-05-02,60.0
3277,39202,GLECIA,2019-04-08,45
3361,29606,EMILLE,2019-05-10,60.0
3279,70215,MICAELSON,2019-04-09,45
3280,83344,RONALD,2019-04-09,45
3369,5950,ALZERI,2019-05-14,60.0
3379,100508,ZINA,2019-05-21,60.0
3393,14465,CIRLAINE,2019-05-28,60.0
3285,73270,NEI,2019-04-09,45
3286,3327,ALANA,2019-04-09,45
3288,52911,JAILDE,2019-04-10,45
3396,71034,MOARA,2019-05-28,60.0
3290,61658,LESLANE,2019-04-11,45
3291,5779,ALVANO,2019-04-11,45
3400,1637,ADELINE,2019-05-29,60.0
3293,27600,LIDINEIDE,2019-04-11,45
3296,66343,MILTON,2019-04-13,45
3297,14161,CIDINHO,2019-04-13,45
3301,65630,MACLICIA,2019-04-17,45
3302,69518,MAILIS,2019-04-17,45
3304,59840,LARIANE,2019-04-18,45
3309,33908,FINELON,2019-04-19,45
3310,3442,ALBANIRA,2019-04-19,45
3311,46585,YURAN,2019-04-19,45
3314,61308,LEODIVA,2019-04-22,45
3320,47554,JACIRA,2019-04-25,45
3321,4791,ALEXES,2019-04-25,45
3322,96859,WALTERNEI,2019-04-25,45
3328,78321,PATTY,2019-04-28,45
3329,31588,ESTELLY,2019-04-28,45
3330,57625,KEITTY,2019-04-28,45
3332,73934,NEUCIRA,2019-04-29,45
3335,18682,DARINALVA,2019-04-30,45
3336,90379,TASSIA,2019-04-30,45
3345,70070,MICHELE,2019-05-03,45
3346,46068,ISLEN,2019-05-03,45
3351,11368,BERTINO,2019-05-06,45
3355,60467,LAZARA,2019-05-07,45
3357,53350,JORDIANE,2019-05-08,45
3362,71054,MOISES,2019-05-10,45
3363,31786,ETMAR,2019-05-10,45
3365,37541,GIANI,2019-05-12,45
3367,80551,REBECCA,2019-05-12,45
3368,193,ABEL,2019-05-13,45
3373,78270,PATREZIO,2019-05-17,45
3376,33794,FERNANDA,2019-05-18,45
3377,419,ACELINA,2019-05-19,45
3378,87501,SILMIA,2019-05-20,45
3381,50158,GENILTON,2019-05-21,45
3384,67908,MARIVANA,2019-05-23,45
3385,57274,KATIELLY,2019-05-24,45
3387,79786,RAULINO,2019-05-25,45
3389,89358,SUZILEIDE,2019-05-25,45
3390,52929,GLEICE,2019-05-26,45
3391,74356,NICILENE,2019-05-26,45
3398,54520,JUSIANE,2019-05-29,45
3399,63183,LIVERCINO,2019-05-29,45
3401,45115,IRACELMA,2019-05-30,45
3402,62253,ELIEDE,2019-05-30,60.0
3404,62984,ELISANGELA,2019-06-01,45
3405,22910,DIVIN,2019-06-02,45
3407,49199,JARICE,2019-06-04,45
3408,51370,GILBERTO,2019-06-04,45
3409,42911,OZANAN,2019-06-04,45
3410,80241,RASSANA,2019-06-05,45
3406,3792,ALCINDINO,2019-06-02,60.0
3416,82714,ROGELIA,2019-06-07,60.0
3413,23011,DJANIRO,2019-06-07,45
3444,2114,ADRINA,2019-06-14,60.0
3415,17784,DAIRTON,2019-06-07,45
3417,55168,JUCINEI,2019-06-08,45
3450,30235,ERBIO,2019-06-16,60.0
3419,8264,ARCENI,2019-06-08,45
3420,75279,NELSON,2019-06-09,45
3454,62138,ELIDETE,2019-06-17,60.0
3467,16403,CLEUSILENE,2019-06-22,60.0
3423,71874,NAIDA,2019-06-10,45
3424,88905,SALETE,2019-06-10,45
3469,75935,ODENILSON,2019-06-22,60.0
3476,64797,LUIZA,2019-06-24,60.0
3494,69524,MELISSE,2019-06-30,60.0
3428,68097,MARLETI,2019-06-11,45
3429,91712,TUANI,2019-06-11,45
3497,40662,ALESSA,2019-06-30,60.0
3431,92114,TSUNEO,2019-06-11,45
3506,84890,RUAN,2018-01-01,60.0
3433,97865,WERBETE,2019-06-12,45
3511,90972,TEVERSON,2018-01-04,60.0
3514,48331,JAMILE,2018-01-06,60.0
3533,88241,SOCRATIS,2018-01-12,60.0
3437,59619,LAIRDE,2019-06-12,45
3438,70934,MIUTON,2019-06-13,45
3442,10174,AURIETA,2019-06-13,45
3443,7319,ANELISIA,2019-06-14,45
3446,24915,EDIGLEISON,2019-06-14,45
3447,56770,CARLENE,2019-06-15,45
3449,31724,ETILIA,2019-06-16,45
3451,9984,LENIRA,2019-06-16,45
3452,19765,DILERMANO,2019-06-17,45
3453,100451,SUELAINE,2019-06-17,45
3459,68865,MAURILIO,2019-06-19,45
3460,68485,MARTSON,2019-06-19,45
3466,35398,JAUDA,2019-06-22,45
3470,68817,MAURICI,2019-06-23,45
3472,74941,NIRDES,2019-06-23,45
3473,54642,JOVERCINA,2019-06-23,45
3478,11461,BRENO,2019-06-26,45
3481,6402,ANACELIO,2019-06-27,45
3482,40735,AMILSON,2019-06-27,45
3484,74899,NINIVE,2019-06-27,45
3487,7868,ANTOLIANO,2019-06-28,45
3492,51996,JOARLES,2019-06-29,45
3496,39530,GLEIDISON,2019-06-30,45
3498,91655,TIFANI,2019-07-01,45
3499,25995,EDUARD,2019-07-01,45
3500,39675,GOIACI,2019-07-01,45
3501,31598,ESTEFAN,2017-12-31,45
3502,27455,ELIANO,2017-12-31,45
3503,89017,SUETONIO,2017-12-31,45
3507,45182,IRETE,2018-01-02,45
3522,37959,GILDETINA,2018-01-06,45
3527,27076,LENAURA,2018-01-08,45
3528,47011,IVONICE,2018-01-09,45
3529,9984,LENIRA,2018-01-09,45
3532,95657,VICENZO,2018-01-12,45
3538,30207,ERASTO,2018-01-14,45
3539,59955,LATOIA,2018-01-14,45
3537,44597,ELZI,2018-01-13,60.0
3540,85211,SADNA,2018-01-15,60.0
3543,34794,FRANCIVAL,2018-01-15,45
3545,100528,SINEI,2018-01-16,60.0
3546,85508,SAMES,2018-01-17,60.0
3553,25069,EDIMEA,2018-01-19,60.0
3549,99302,YAMILE,2018-01-18,45
3550,95224,VILASIO,2018-01-18,45
3551,10227,AURINEI,2018-01-19,45
3557,57801,CELME,2018-01-21,60.0
3560,11580,BLANCA,2018-01-21,60.0
3565,18696,DARISMAR,2018-01-24,60.0
3556,30516,ERIGLEICE,2018-01-21,45
3558,80917,REISON,2018-01-21,45
3566,98684,WILNA,2018-01-25,60.0
3570,23042,DJENIFER,2018-01-26,60.0
3562,24252,ECI,2018-01-22,45
3563,58356,KETY,2018-01-22,45
3584,15334,CLEANIO,2018-01-30,60.0
3567,59832,LARA,2018-01-26,45
3588,16297,CLEUDON,2018-01-30,60.0
3593,41011,EDER,2018-02-01,60.0
3571,71446,MILLA,2018-01-27,45
3572,2783,AGUIMON,2018-01-27,45
3573,36367,GENISO,2018-01-27,45
3594,89071,ZILA,2018-02-01,60.0
3599,34738,FRANCISJUNIOR,2018-02-02,60.0
3600,37480,JESICA,2018-02-02,60.0
3602,33678,FELIPHI,2018-02-04,60.0
3578,59644,LAISIA,2018-01-28,45
3608,100743,SOLIMAR,2018-02-06,60.0
3580,71985,NAIRANE,2018-01-29,45
3612,35890,JAILANE,2018-02-07,60.0
3620,66958,MARDILSON,2018-02-09,60.0
3583,6327,AMISTERDAN,2018-01-29,45
3622,74327,NIKESIA,2018-02-09,60.0
3586,66555,MARILINE,2018-01-30,45
3627,39188,GILEANE,2018-02-10,60.0
3589,20615,DERIVAN,2018-01-31,45
3629,95200,VEBERSON,2018-02-11,60.0
3635,89634,TAFNIS,2018-02-14,60.0
3642,69817,MERITO,2018-02-16,60.0
3648,15410,CLECI,2018-02-18,60.0
3596,87946,SINARA,2018-02-02,45
3663,38618,GISELA,2018-02-23,60.0
3598,11368,BERTINO,2018-02-02,45
3671,28607,HELMUTE,2018-02-25,60.0
3672,61491,LEONINO,2018-02-26,60.0
3609,96465,WALDELINA,2018-02-06,45
3614,87911,SINESIO,2018-02-07,45
3615,63190,LIVIA,2018-02-08,45
3616,47907,JAIDER,2018-02-08,45
3618,67031,MARES,2018-02-08,45
3625,125,ADENIAS,2018-02-10,45
3626,93352,VALDECE,2018-02-10,45
3636,8063,APOLLO,2018-02-14,45
3639,58328,KETLIN,2018-02-15,45
3643,5457,ALONCO,2018-02-16,45
3644,12507,CARLEILSON,2018-02-16,45
3646,62518,LINDIANE,2018-02-17,45
3650,82005,RISELI,2018-02-18,45
3656,44822,INEZITA,2018-02-21,45
3658,8320,ARDILEI,2018-02-22,45
3660,89241,SUZELAINE,2018-02-23,45
3662,43938,IESIO,2018-02-23,45
3666,66007,MAIKELLY,2018-02-24,45
3667,69229,MAIS,2018-02-24,45
3668,39530,GLEIDISON,2018-02-25,45
3669,60061,LAUDICELIO,2018-02-25,45
3681,3525,ALBERI,2018-03-01,60.0
3683,97788,WENDRIK,2018-03-02,60.0
3693,84895,RAINE,2018-03-06,60.0
3700,43936,IEZA,2018-03-11,60.0
3712,39292,GLEICIJANE,2018-03-15,60.0
3718,78603,PHALOMA,2018-03-19,60.0
3679,51634,GISLENE,2018-03-01,45
3719,4856,ALFA,2018-03-19,60.0
3682,14907,CLAUDENES,2018-03-01,45
3732,1481,ADEVENIL,2018-03-24,60.0
3685,3448,ALBANITO,2018-03-02,45
3686,61319,LEOFREDO,2018-03-03,45
3687,95034,VANILEIDE,2018-03-03,45
3735,30995,ERNAND,2018-03-24,60.0
3689,69653,MENESIO,2018-03-03,45
3690,23555,DORILO,2018-03-04,45
3741,92379,UBIRATAN,2018-03-26,60.0
3692,58362,KETELLY,2018-03-06,45
